,Tweet,TOkens
389,Dating the candidates. Very funny Thread. #Election2020,"['Dating', 'the', 'candidates', '.', 'Very', 'funny', 'Thread', '.', '#', 'Election2020']"
390,"Bloomberg has surpassed Obama this year, which is scary b/c most of this is by himself ","['Bloomberg', 'has', 'surpassed', 'Obama', 'this', 'year', ',', 'which', 'is', 'scary', 'b/c', 'most', 'of', 'this', 'is', 'by', 'himself']"
391, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
392, Don't take your vote with you!Check your vote and put your vote in the ballot box!You can be a Texas voter with…,"['Do', ""n't"", 'take', 'your', 'vote', 'with', 'you', '!', 'Check', 'your', 'vote', 'and', 'put', 'your', 'vote', 'in', 'the', 'ballot', 'box', '!', 'You', 'can', 'be', 'a', 'Texas', 'voter', 'with…']"
393, Dumpf Drumpf! #FeelTheBern2020 #election2020 (btw the image below really annoys Drumpf trolls) …,"['Dumpf', 'Drumpf', '!', '#', 'FeelTheBern2020', '#', 'election2020', '(', 'btw', 'the', 'image', 'below', 'really', 'annoys', 'Drumpf', 'trolls', ')', '…']"
394,#Vote . #KYSen #Election2020 #FlipTheSenate,"['#', 'Vote', '.', '#', 'KYSen', '#', 'Election2020', '#', 'FlipTheSenate']"
395," Ever notice how rich people who support socialism are hypocrites, but poor people who support socialism are thieves? #Ber…","['Ever', 'notice', 'how', 'rich', 'people', 'who', 'support', 'socialism', 'are', 'hypocrites', ',', 'but', 'poor', 'people', 'who', 'support', 'socialism', 'are', 'thieves', '?', '#', 'Ber…']"
396," #rickastley for #president #election2020 @ Las Vegas, Nevada ","['#', 'rickastley', 'for', '#', 'president', '#', 'election2020', '@', 'Las', 'Vegas', ',', 'Nevada']"
397, The #NevadaCaucuses wrap up tomorrow! Don't forget to get civically engaged. Stick with for coverage. #SR…,"['The', '#', 'NevadaCaucuses', 'wrap', 'up', 'tomorrow', '!', 'Do', ""n't"", 'forget', 'to', 'get', 'civically', 'engaged', '.', 'Stick', 'with', 'for', 'coverage', '.', '#', 'SR…']"
398, If you are on the fence please reconsider voting for this guy. We need to beat Trump. This is trash #Election2020 #Nevad…,"['If', 'you', 'are', 'on', 'the', 'fence', 'please', 'reconsider', 'voting', 'for', 'this', 'guy', '.', 'We', 'need', 'to', 'beat', 'Trump', '.', 'This', 'is', 'trash', '#', 'Election2020', '#', 'Nevad…']"
399, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
400, Why are all the swings states known for being occupied by some of the most racist people? #ElectoralCollege has got to go! #…,"['Why', 'are', 'all', 'the', 'swings', 'states', 'known', 'for', 'being', 'occupied', 'by', 'some', 'of', 'the', 'most', 'racist', 'people', '?', '#', 'ElectoralCollege', 'has', 'got', 'to', 'go', '!', '#', '…']"
401, What is at stake for our country right now is to kick out RADICAL AND RACIST PEOPLE like you and… ,"['What', 'is', 'at', 'stake', 'for', 'our', 'country', 'right', 'now', 'is', 'to', 'kick', 'out', 'RADICAL', 'AND', 'RACIST', 'PEOPLE', 'like', 'you', 'and…']"
402,"The Good, Bad, and Ugly argued with a 🪑 when ⁦⁩ was potus, supported ⁦⁩ in ‘16, and is… ","['The', 'Good', ',', 'Bad', ',', 'and', 'Ugly', 'argued', 'with', 'a', '\U0001fa91', 'when', '\u2066\u2069', 'was', 'potus', ',', 'supported', '\u2066\u2069', 'in', '‘', '16', ',', 'and', 'is…']"
403,South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via ,"['South', 'Bend', 'Residents', 'Have', 'a', 'Message', 'for', 'America', ':', 'Do', ""n't"", 'Elect', 'Pete', 'Buttigieg', '#', 'Election2020', 'via']"
404, Treason can only be applied during an Active War. It is giving aid and comfort to the enemy. Our fo… ,"['Treason', 'can', 'only', 'be', 'applied', 'during', 'an', 'Active', 'War', '.', 'It', 'is', 'giving', 'aid', 'and', 'comfort', 'to', 'the', 'enemy', '.', 'Our', 'fo…']"
405," Please forgive me for soliciting free legal advice, but is it possible for citizens to go to court and fo… ","['Please', 'forgive', 'me', 'for', 'soliciting', 'free', 'legal', 'advice', ',', 'but', 'is', 'it', 'possible', 'for', 'citizens', 'to', 'go', 'to', 'court', 'and', 'fo…']"
406, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
407,"#BREAKING ""#Russia wants Trump out of White House, indirectly, #BernieSanders gets massive support by Russia"" in th… ","['#', 'BREAKING', '``', '#', 'Russia', 'wants', 'Trump', 'out', 'of', 'White', 'House', ',', 'indirectly', ',', '#', 'BernieSanders', 'gets', 'massive', 'support', 'by', 'Russia', ""''"", 'in', 'th…']"
408,This is entirely inappropriate for someone running on the Democratic Party ticket and cant get above 30% in the nat… ,"['This', 'is', 'entirely', 'inappropriate', 'for', 'someone', 'running', 'on', 'the', 'Democratic', 'Party', 'ticket', 'and', 'cant', 'get', 'above', '30', '%', 'in', 'the', 'nat…']"
409," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…","['Chris', 'Love', 'is', 'a', 'prominent', ',', 'black', ',', 'female', ',', 'Arizona-based', 'attorney', ',', 'public', 'activist', ',', 'and', 'member', 'of', '.', 'She', 'came…']"
410,Yes. This.,"['Yes', '.', 'This', '.']"
411," Continuing our #election2020 merch we know have a special #bloomberg shirt, get yours by clicking this link …","['Continuing', 'our', '#', 'election2020', 'merch', 'we', 'know', 'have', 'a', 'special', '#', 'bloomberg', 'shirt', ',', 'get', 'yours', 'by', 'clicking', 'this', 'link', '…']"
412,"When this #American #nightmare is over in a few months or years, I wonder how long it will take the #country to #recover? #Election2020","['When', 'this', '#', 'American', '#', 'nightmare', 'is', 'over', 'in', 'a', 'few', 'months', 'or', 'years', ',', 'I', 'wonder', 'how', 'long', 'it', 'will', 'take', 'the', '#', 'country', 'to', '#', 'recover', '?', '#', 'Election2020']"
413,He is just as bad as Donald Trump! #NeverBernieIt is imperative that we stop Bernie Sanders from becoming the nom… ,"['He', 'is', 'just', 'as', 'bad', 'as', 'Donald', 'Trump', '!', '#', 'NeverBernieIt', 'is', 'imperative', 'that', 'we', 'stop', 'Bernie', 'Sanders', 'from', 'becoming', 'the', 'nom…']"
414,The latest Social Media Daily!Thanks to#trump #election2020,"['The', 'latest', 'Social', 'Media', 'Daily', '!', 'Thanks', 'to', '#', 'trump', '#', 'election2020']"
415, Yes. This. ,"['Yes', '.', 'This', '.']"
416,THIS. THIS. THIS.,"['THIS', '.', 'THIS', '.', 'THIS', '.']"
417, He is just as bad as Donald Trump! #NeverBernieIt is imperative that we stop Bernie Sanders from becoming the nominee o…,"['He', 'is', 'just', 'as', 'bad', 'as', 'Donald', 'Trump', '!', '#', 'NeverBernieIt', 'is', 'imperative', 'that', 'we', 'stop', 'Bernie', 'Sanders', 'from', 'becoming', 'the', 'nominee', 'o…']"
418, Yes. This. ,"['Yes', '.', 'This', '.']"
419,"RT : #Kentucky #GOTV #Election2020 #Vote . 🗳🇺🇸More info, to support, to donate …","['RT', ':', '#', 'Kentucky', '#', 'GOTV', '#', 'Election2020', '#', 'Vote', '.', '🗳🇺🇸More', 'info', ',', 'to', 'support', ',', 'to', 'donate', '…']"
420, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
421,🚨 This. #ElectionSecurity #Election2020,"['🚨', 'This', '.', '#', 'ElectionSecurity', '#', 'Election2020']"
422, Yes. This.,"['Yes', '.', 'This', '.']"
423, BREAKING: Bloomberg to Release Women Who Complained About Him From Non-Disclosure Agreements #Election2020 …,"['BREAKING', ':', 'Bloomberg', 'to', 'Release', 'Women', 'Who', 'Complained', 'About', 'Him', 'From', 'Non-Disclosure', 'Agreements', '#', 'Election2020', '…']"
424," A President who answered to Vlad Was valuable as his comrade.In a state of delusion,His Russian collusionProved his treas…","['A', 'President', 'who', 'answered', 'to', 'Vlad', 'Was', 'valuable', 'as', 'his', 'comrade.In', 'a', 'state', 'of', 'delusion', ',', 'His', 'Russian', 'collusionProved', 'his', 'treas…']"
425, How can someone charge a sick or dying person; or deny someone education? Takes a #specialevil #maga… ,"['How', 'can', 'someone', 'charge', 'a', 'sick', 'or', 'dying', 'person', ';', 'or', 'deny', 'someone', 'education', '?', 'Takes', 'a', '#', 'specialevil', '#', 'maga…']"
426, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
427, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
428,,[]
429, Ok Christians!We are not ashamed of the gospel and boldly proclaim our Lord and Savior Jesus.Let’s flip this poll.Ple…,"['Ok', 'Christians', '!', 'We', 'are', 'not', 'ashamed', 'of', 'the', 'gospel', 'and', 'boldly', 'proclaim', 'our', 'Lord', 'and', 'Savior', 'Jesus.Let', '’', 's', 'flip', 'this', 'poll.Ple…']"
430, Come on ! This is UNBELIEVABLE ! Conservative Christians please help flip this Poll ! 🙏🙏#CCOT,"['Come', 'on', '!', 'This', 'is', 'UNBELIEVABLE', '!', 'Conservative', 'Christians', 'please', 'help', 'flip', 'this', 'Poll', '!', '🙏🙏', '#', 'CCOT']"
431, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
432,Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidentia… ,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidentia…']"
433,#PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus… ,"['#', 'PresidentSanders', '#', 'BernieWonIowa', '#', 'BernieWonNewHampshire', '#', 'BernieBeatsTrump', '#', 'BerniesGonnaWin', '#', 'NevadaCaucus…']"
434, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,"['#', 'WakeUpAmericaAre', 'DemocRats', 'Mathematically', 'Challenged', '?', 'Do', 'they', 'really', 'think', 'life', 'will', 'be', 'better', 'under', 'Socialism', '?', 'Dupe…']"
435,I cannot believe I actually tweeted about replacing elections with a lottery system - I guess I’m really getting to… ,"['I', 'can', 'not', 'believe', 'I', 'actually', 'tweeted', 'about', 'replacing', 'elections', 'with', 'a', 'lottery', 'system', '-', 'I', 'guess', 'I', '’', 'm', 'really', 'getting', 'to…']"
436,#PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus… ,"['#', 'PresidentSanders', '#', 'BernieWonIowa', '#', 'BernieWonNewHampshire', '#', 'BernieBeatsTrump', '#', 'BerniesGonnaWin', '#', 'NevadaCaucus…']"
437,"""Kayleigh McEnany: Dems have 'Nothing to Offer' in 2020 Except Russia""#FoxNews… ","['``', 'Kayleigh', 'McEnany', ':', 'Dems', 'have', ""'Nothing"", 'to', 'Offer', ""'"", 'in', '2020', 'Except', 'Russia', ""''"", '#', 'FoxNews…']"
438, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
439, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
440, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
441, Ok Christians!We are not ashamed of the gospel and boldly proclaim our Lord and Savior Jesus.Let’s flip this poll.Ple…,"['Ok', 'Christians', '!', 'We', 'are', 'not', 'ashamed', 'of', 'the', 'gospel', 'and', 'boldly', 'proclaim', 'our', 'Lord', 'and', 'Savior', 'Jesus.Let', '’', 's', 'flip', 'this', 'poll.Ple…']"
442,"Even though I had to write him in because I live in Ohio, extremely proud to vote for my boy via… ","['Even', 'though', 'I', 'had', 'to', 'write', 'him', 'in', 'because', 'I', 'live', 'in', 'Ohio', ',', 'extremely', 'proud', 'to', 'vote', 'for', 'my', 'boy', 'via…']"
443, An important election cleanup bill supported by Sec. Toulouse Oliver &amp; #NM's election admins was killed in the Senate by…,"['An', 'important', 'election', 'cleanup', 'bill', 'supported', 'by', 'Sec', '.', 'Toulouse', 'Oliver', '&', 'amp', ';', '#', 'NM', ""'s"", 'election', 'admins', 'was', 'killed', 'in', 'the', 'Senate', 'by…']"
444,Democrats stop blaming Russia for your election losses you are the only ones to blame when you lose!!!… ,"['Democrats', 'stop', 'blaming', 'Russia', 'for', 'your', 'election', 'losses', 'you', 'are', 'the', 'only', 'ones', 'to', 'blame', 'when', 'you', 'lose', '!', '!', '!', '…']"
445, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
446,#NY TIMES: TRUMP'S NEW INTEL CHIEF ASKING FOR EVIDENCE BEHIND BRIEFING ON RUSSIAN INTERFERENCE IN 2020 RACE! REASON… ,"['#', 'NY', 'TIMES', ':', 'TRUMP', ""'S"", 'NEW', 'INTEL', 'CHIEF', 'ASKING', 'FOR', 'EVIDENCE', 'BEHIND', 'BRIEFING', 'ON', 'RUSSIAN', 'INTERFERENCE', 'IN', '2020', 'RACE', '!', 'REASON…']"
447, Debate moderator Chuck Todd was Amy Klobuchar's landlord in Arlington #DemDebate #Election2020 via,"['Debate', 'moderator', 'Chuck', 'Todd', 'was', 'Amy', 'Klobuchar', ""'s"", 'landlord', 'in', 'Arlington', '#', 'DemDebate', '#', 'Election2020', 'via']"
448,"RT : #Kentucky #GOTV #Election2020 #Vote . 🗳🇺🇸More info, to support, to donate …","['RT', ':', '#', 'Kentucky', '#', 'GOTV', '#', 'Election2020', '#', 'Vote', '.', '🗳🇺🇸More', 'info', ',', 'to', 'support', ',', 'to', 'donate', '…']"
449,RT : #Kentucky #Election2…,"['RT', ':', '#', 'Kentucky', '#', 'Election2…']"
450, The truth that #msnbc n #CNN won’t show you!#socialism #socialismsucks #berniesanders #bernie2020 #bernie #medicaid #medica…,"['The', 'truth', 'that', '#', 'msnbc', 'n', '#', 'CNN', 'won', '’', 't', 'show', 'you', '!', '#', 'socialism', '#', 'socialismsucks', '#', 'berniesanders', '#', 'bernie2020', '#', 'bernie', '#', 'medicaid', '#', 'medica…']"
451,"For once, one time, I agree with Stanley. Go vote! You could be the difference!","['For', 'once', ',', 'one', 'time', ',', 'I', 'agree', 'with', 'Stanley', '.', 'Go', 'vote', '!', 'You', 'could', 'be', 'the', 'difference', '!']"
452, Go caucus. Find your site here: If you wanna know why you have to go to the site in your neig…,"['Go', 'caucus', '.', 'Find', 'your', 'site', 'here', ':', 'If', 'you', 'wan', 'na', 'know', 'why', 'you', 'have', 'to', 'go', 'to', 'the', 'site', 'in', 'your', 'neig…']"
453, #Breaking: Iranians begin voting in parliamentary election#Iran #Voting #Parliamentary #Election #Election2020 #Polls…,"['#', 'Breaking', ':', 'Iranians', 'begin', 'voting', 'in', 'parliamentary', 'election', '#', 'Iran', '#', 'Voting', '#', 'Parliamentary', '#', 'Election', '#', 'Election2020', '#', 'Polls…']"
454,Trump Rallygoers in Phoenix: 18 Percent Were Democrats and About a Quarter Didn't Vote in 2016… ,"['Trump', 'Rallygoers', 'in', 'Phoenix', ':', '18', 'Percent', 'Were', 'Democrats', 'and', 'About', 'a', 'Quarter', 'Did', ""n't"", 'Vote', 'in', '2016…']"
